age,annual_income_gbp,employment_years,home_owner,num_credit_lines,inquiries_6m,credit_limit_gbp,loan_amount_gbp,loan_term_months,credit_utilization,debt_to_income,num_late_payments_12m,past_default,default
31,148314,5.6,1,5,2,80000,7885,12,0.301,0.146,2,0,0
42,29700,0.9,0,2,3,22625,9235,36,0.225,0.321,5,1,1
38,20901,4.4,0,1,1,12378,4760,36,0.152,0.314,0,0,1
32,52974,3.7,1,2,4,18878,2802,60,0.373,0.108,4,1,0
33,46730,5.7,1,4,1,45879,12602,36,0.197,0.251,0,0,0
39,101000,0.0,1,6,2,67951,4431,12,0.427,0.172,2,0,0
38,20835,0.0,0,4,0,6206,3767,24,0.217,0.239,0,0,0
32,17481,0.0,0,5,0,7171,10673,48,0.358,0.473,0,0,1
33,34840,2.9,0,7,2,20493,6069,60,0.182,0.06,0,0,0
50,50656,8.6,1,4,2,17610,6099,36,0.247,0.143,1,0,0
40,50076,6.3,1,6,3,10232,9749,36,0.625,0.229,3,1,1
48,74141,15.4,1,5,0,61823,3166,60,0.39,0.063,1,0,0
51,18454,10.9,1,4,0,2507,5711,48,0.784,0.197,2,1,0
44,26471,8.9,0,3,2,4476,17349,48,0.272,0.332,0,0,0
63,38474,9.3,1,1,1,17052,4565,12,0.507,0.183,0,0,0
29,64961,5.8,1,7,0,38559,3944,24,0.292,0.141,0,0,0
47,53394,9.9,1,1,1,21365,11850,48,0.273,0.156,0,0,0
35,32907,6.8,0,1,1,6140,6194,60,0.187,0.183,0,0,1
58,23819,9.6,0,4,0,6902,6044,24,0.36,0.242,3,1,1
57,66484,12.1,1,5,0,53331,4837,12,0.164,0.123,0,0,0
18,68936,6.0,1,2,1,49585,16302,36,0.594,0.314,0,1,0
27,178443,0.0,1,6,2,80000,5622,48,0.593,0.115,2,1,0
45,37535,0.0,0,3,2,17249,10288,48,0.632,0.344,2,1,0
47,99161,10.4,1,4,1,39159,6651,60,0.613,0.322,2,0,1
46,21520,9.9,1,3,0,10893,9313,36,0.637,0.378,0,0,1
37,30819,3.8,0,6,0,16748,5534,36,0.536,0.256,0,0,1
43,28680,4.4,1,1,1,24391,5728,24,0.082,0.077,4,1,0
45,32179,17.7,1,6,0,15556,3534,36,0.191,0.279,1,0,0
37,25764,2.9,0,2,1,15404,7366,36,0.187,0.164,5,1,1
49,30825,2.9,0,5,3,18395,4010,48,0.277,0.387,1,0,0
18,40122,0.0,0,2,0,20926,9214,36,0.185,0.322,1,0,0
45,32418,8.7,1,4,0,12784,11763,24,0.524,0.414,1,0,0
27,58976,0.0,0,7,0,22413,5486,36,0.079,0.269,0,1,0
49,39498,6.0,1,9,2,26019,8561,48,0.615,0.204,0,0,1
35,41285,5.5,0,4,0,6729,8814,60,0.45,0.212,3,1,1
28,91435,0.8,1,2,0,69324,7492,24,0.518,0.114,1,0,0
42,48969,6.5,1,4,0,16788,5816,12,0.413,0.141,0,0,0
28,44915,2.3,1,4,0,39959,13595,36,0.418,0.342,1,0,0
28,40898,0.0,0,6,3,19975,9342,24,0.312,0.322,0,0,0
21,42741,0.9,0,1,1,31612,8447,36,0.407,0.19,0,0,0
38,56286,0.2,0,3,0,22206,6718,36,0.266,0.262,3,0,0
43,26823,10.0,1,4,1,3642,3018,60,0.477,0.197,2,0,1
49,76592,4.0,0,4,0,41205,10446,24,0.55,0.147,2,0,1
36,96387,3.6,1,1,1,29442,4454,24,0.495,0.089,0,1,0
50,76951,0.6,1,8,0,50385,11979,60,0.442,0.215,0,0,0
38,31707,3.2,1,3,2,17767,3231,24,0.517,0.206,1,1,0
37,17518,0.0,0,3,1,9505,7340,36,0.432,0.249,0,0,0
44,32658,12.4,0,4,0,18950,3314,24,0.464,0.125,2,0,0
50,44898,7.4,1,4,0,29146,3155,48,0.612,0.13,3,1,1
34,64570,6.1,0,4,0,52914,9662,60,0.288,0.166,0,0,1
35,37459,0.0,0,4,0,27763,3565,24,0.373,0.186,0,0,0
36,35096,0.0,0,3,1,40257,5008,48,0.492,0.143,0,0,0
39,93792,4.5,0,2,0,66867,2235,36,0.308,0.246,3,1,0
28,28808,0.0,0,4,0,13035,10511,60,0.466,0.205,1,0,0
49,73389,12.3,1,1,0,50618,18137,24,0.403,0.203,1,0,0
34,67306,2.2,1,3,1,10033,8534,60,0.46,0.223,1,0,0
43,20188,6.8,0,8,1,19612,12937,60,0.265,0.481,0,0,0
29,48018,3.8,0,3,0,22483,6215,48,0.368,0.174,1,0,1
42,30612,5.3,1,4,0,19455,14243,24,0.472,0.422,0,0,0
42,24794,9.1,0,5,1,27183,7590,12,0.341,0.406,4,1,0
33,15252,1.1,0,2,0,16141,3426,48,0.818,0.276,0,0,0
60,17768,11.9,1,7,0,12702,6467,12,0.396,0.258,0,0,1
42,51675,10.7,0,4,2,35407,7316,36,0.538,0.128,3,1,0
58,33528,10.6,0,2,2,22993,9996,24,0.524,0.341,1,0,1
49,47885,8.0,1,3,1,20389,5199,12,0.188,0.069,1,0,0
31,23311,1.8,0,1,2,22824,10724,24,0.537,0.337,0,1,1
34,34776,4.1,0,5,0,13454,6231,48,0.418,0.243,0,0,0
43,35705,8.8,0,3,0,16233,6623,36,0.685,0.343,3,1,1
39,17980,4.1,1,6,1,9935,4813,60,0.273,0.292,0,0,0
39,16877,0.0,0,2,0,11819,12382,60,0.737,0.53,0,0,0
35,52399,4.8,0,3,2,11883,3385,36,0.099,0.272,0,0,0
18,44749,0.0,0,3,1,25255,9632,36,0.457,0.234,1,0,0
36,25002,6.1,1,6,2,5865,5525,36,0.506,0.236,1,0,1
18,39135,0.1,0,2,0,17968,9287,12,0.743,0.325,0,0,0
42,59064,12.1,1,3,3,22818,3964,60,0.478,0.196,0,0,0
30,110868,0.0,0,2,1,54512,10200,12,0.331,0.361,2,0,0
30,25619,0.0,0,1,5,13389,11804,36,0.299,0.332,1,0,1
36,57625,6.9,0,1,2,24885,7390,24,0.288,0.131,3,1,0
41,129415,1.6,1,1,2,58524,3166,36,0.353,0.116,1,0,1
22,42832,2.2,0,7,2,36483,11319,60,0.283,0.37,1,0,0
19,91128,0.0,0,9,0,57400,7140,48,0.632,0.092,1,0,0
26,12000,0.0,0,6,1,6725,4140,36,0.173,0.254,3,1,1
18,90235,2.5,1,3,0,49829,13674,36,0.457,0.146,0,0,0
27,41103,7.6,0,3,0,17021,3592,12,0.579,0.254,0,0,0
55,15034,10.1,1,2,3,1865,8920,36,0.261,0.483,1,1,0
26,62915,0.0,1,2,1,37611,9671,36,0.694,0.213,0,0,0
45,72766,9.8,1,4,1,25864,1562,36,0.224,0.191,1,0,0
23,79281,0.0,0,5,1,66783,3820,48,0.615,0.041,0,0,0
41,78896,5.2,1,5,2,38704,10864,24,0.381,0.25,0,0,0
34,40672,5.6,0,5,1,31851,5005,48,0.061,0.148,1,1,1
37,27617,1.7,0,5,0,21734,11144,60,0.495,0.31,0,0,0
44,32236,0.0,0,9,1,16041,6042,48,0.206,0.163,3,1,0
57,40564,9.2,1,2,1,28595,8166,24,0.388,0.108,0,0,0
40,51443,5.3,0,5,1,28990,1671,48,0.231,0.268,1,0,0
39,31886,1.9,0,2,1,17038,6384,36,0.395,0.202,0,0,0
27,42429,0.0,0,3,1,17987,6719,60,0.419,0.064,0,0,0
44,66315,9.4,1,3,0,27635,3133,36,0.241,0.104,1,1,0
35,49255,3.8,1,2,3,39351,18128,24,0.292,0.256,1,0,0
47,142408,5.3,1,3,0,69137,9174,24,0.26,0.078,1,0,1
38,132304,2.4,1,2,1,55674,5348,60,0.278,0.053,4,1,0
57,22253,10.3,1,3,2,15710,7477,36,0.789,0.34,1,0,0
18,30430,0.2,0,2,1,13003,5508,48,0.674,0.193,3,1,0
35,20397,3.4,0,8,2,18881,7097,36,0.639,0.407,5,1,1
48,22051,1.8,0,2,1,11643,11615,36,0.288,0.375,0,0,1
34,55490,2.5,0,2,4,30811,6011,24,0.264,0.281,1,1,0
29,24195,0.2,0,2,0,15622,10715,48,0.185,0.304,2,0,0
35,23490,4.4,0,7,2,7221,17872,12,0.439,0.55,2,1,1
23,35728,5.6,1,4,0,28838,4689,12,0.367,0.102,0,0,0
39,63671,8.9,1,2,3,33687,3851,36,0.238,0.238,3,1,0
65,34119,14.1,1,2,1,13575,12651,24,0.455,0.358,4,1,0
51,34082,8.5,1,9,2,3617,6938,24,0.188,0.206,1,0,0
26,67858,0.6,1,2,2,42883,11916,36,0.223,0.256,5,1,0
28,53323,3.8,0,1,4,24332,4622,60,0.386,0.133,0,0,0
34,52874,1.9,0,2,0,22926,4701,36,0.807,0.25,1,0,1
49,68958,6.3,0,7,1,57173,1174,24,0.393,0.099,1,0,0
29,23927,0.0,0,6,3,11746,13713,48,0.399,0.418,2,0,1
30,46429,2.8,0,4,0,38491,12335,36,0.755,0.307,1,0,0
48,29348,7.0,1,4,2,7275,11037,24,0.574,0.329,0,0,1
48,71963,14.4,1,7,1,52703,9062,60,0.356,0.095,2,0,0
34,64218,6.0,1,2,2,14192,13368,12,0.359,0.081,5,1,0
26,23509,0.3,0,7,3,15170,4859,24,0.37,0.417,2,0,0
21,85149,3.6,0,3,2,40421,28151,36,0.185,0.424,0,0,0
30,21983,1.1,1,9,0,14679,4954,12,0.209,0.249,1,0,1
18,77776,3.8,0,2,0,44454,9355,36,0.463,0.271,2,1,0
46,46174,10.0,1,6,3,17114,2808,24,0.245,0.159,1,0,0
31,25803,14.4,1,4,1,7913,11164,24,0.459,0.225,0,0,1
43,22578,2.0,0,5,0,9646,9247,60,0.232,0.295,1,0,1
59,35058,9.7,1,2,0,28247,9369,36,0.505,0.276,0,0,1
51,40794,7.6,0,4,2,9249,8605,36,0.347,0.117,1,0,1
25,28145,2.9,0,5,2,28602,7914,48,0.235,0.247,0,0,0
48,56034,10.0,1,2,0,25630,3539,60,0.263,0.152,0,0,0
51,19378,4.3,0,7,2,6617,8906,60,0.171,0.368,0,0,0
30,41164,0.0,0,6,2,29093,5153,36,0.546,0.273,1,0,1
28,41343,3.4,0,4,1,28230,6070,60,0.746,0.182,0,0,0
37,15016,8.3,0,4,1,1500,6898,36,0.363,0.313,1,1,1
20,48855,0.0,0,3,0,15008,6365,36,0.615,0.229,0,0,0
54,20863,2.9,1,3,3,6554,15596,24,0.321,0.457,0,0,0
18,12000,4.3,0,1,1,4992,3552,36,0.203,0.391,1,0,1
26,29643,5.1,1,13,2,10705,9931,60,0.689,0.147,2,0,1
35,36510,8.3,1,5,2,18784,6582,36,0.347,0.139,2,1,0
36,67408,0.5,0,6,1,32559,11585,48,0.335,0.197,0,0,0
40,31756,4.5,0,5,2,22489,5111,24,0.679,0.268,1,1,0
41,91732,6.5,1,4,1,37886,12072,24,0.376,0.169,1,0,0
36,90028,6.0,1,5,0,62887,4025,36,0.319,0.065,1,0,0
51,74666,7.5,1,6,1,51593,6658,60,0.397,0.128,0,0,0
18,84597,0.0,1,1,1,49621,15988,36,0.687,0.248,0,0,0
38,49948,8.8,0,4,1,25140,15817,60,0.491,0.314,0,0,1
30,30556,1.2,0,7,1,19279,4708,36,0.254,0.284,2,0,0
39,58693,3.1,0,4,2,35537,4270,36,0.375,0.109,0,0,0
40,69787,3.8,1,1,0,53550,3649,36,0.334,0.211,0,0,0
28,47020,0.4,0,3,2,24683,4835,36,0.394,0.237,4,1,0
31,36176,3.6,0,6,1,33551,2588,36,0.781,0.058,2,1,0
47,17664,6.2,1,3,2,12232,6913,36,0.376,0.428,1,0,0
42,59590,4.1,1,5,1,40690,4459,36,0.203,0.157,1,0,0
31,49987,8.5,0,3,1,29391,3180,24,0.748,0.188,0,1,0
60,20401,11.6,1,2,1,6771,6863,48,0.714,0.331,0,0,0
63,43600,9.9,0,1,0,18551,3511,36,0.611,0.223,1,0,0
22,61116,5.7,1,6,2,36745,16590,12,0.666,0.239,2,1,1
41,38935,3.6,0,3,3,23277,1152,24,0.64,0.013,0,0,0
66,63178,11.8,1,4,0,32487,8754,36,0.324,0.296,1,0,0
47,62188,6.7,1,7,1,15236,4651,60,0.32,0.319,0,0,0
40,18547,3.3,0,2,2,7268,10668,36,0.446,0.382,1,0,1
36,35082,2.8,0,3,1,8868,5432,36,0.388,0.073,0,1,1
32,53726,3.7,1,3,3,31437,13279,60,0.659,0.296,0,0,0
36,67912,0.0,0,8,1,31228,7992,12,0.394,0.189,0,0,0
32,88763,1.9,0,3,1,18808,3440,48,0.342,0.119,2,1,0
46,14592,7.9,1,9,2,9031,2226,36,0.057,0.205,0,0,0
34,39848,4.8,0,3,1,27141,3731,36,0.321,0.233,0,0,0
33,60909,4.8,0,4,2,17791,8335,36,0.273,0.164,1,0,0
25,80263,10.5,1,7,0,51587,13384,12,0.454,0.167,1,1,0
37,103212,7.3,1,1,3,52661,5686,48,0.493,0.014,1,0,0
28,24871,1.9,0,5,2,9461,9907,36,0.839,0.27,0,0,0
36,33742,3.9,0,2,0,1984,10534,12,0.338,0.295,1,0,0
49,23312,7.7,0,5,2,13144,4105,60,0.25,0.256,0,0,0
42,64399,7.5,0,2,1,33284,8773,36,0.222,0.24,3,1,0
44,20130,5.1,0,4,2,15981,9896,24,0.494,0.44,1,1,0
42,78550,11.6,1,1,0,55354,4974,48,0.197,0.216,4,1,0
39,68680,0.8,0,5,2,34411,19733,24,0.451,0.285,0,0,0
37,53818,6.9,0,1,1,31394,15611,24,0.169,0.286,0,0,1
35,12704,5.9,0,4,3,4853,6029,36,0.293,0.406,1,0,0
46,28589,2.6,0,6,1,18159,11499,24,0.408,0.37,0,0,0
26,62038,4.3,1,6,0,32859,8086,48,0.64,0.111,0,0,0
53,19131,10.7,1,7,0,17814,5070,48,0.456,0.253,0,0,0
38,36259,2.5,0,3,0,32206,5756,60,0.536,0.128,2,0,1
30,39025,11.6,1,7,1,24539,2982,48,0.323,0.201,0,0,0
33,66973,6.2,1,2,2,47248,6380,48,0.408,0.147,2,0,0
31,48153,1.7,0,6,0,19932,2112,36,0.506,0.181,0,0,0
40,47940,3.5,1,3,1,19401,14601,12,0.443,0.351,1,1,0
30,32513,0.0,0,5,1,7839,9428,36,0.464,0.151,0,0,0
51,41417,9.0,1,1,0,20562,7060,48,0.282,0.246,0,0,0
29,38391,2.9,0,2,2,19723,12588,60,0.839,0.179,1,0,1
18,61332,0.0,0,7,1,29538,12592,36,0.569,0.378,1,0,0
30,37459,0.0,0,5,2,30748,2526,48,0.212,0.143,0,0,0
18,72401,0.0,0,3,2,31976,5896,48,0.464,0.078,2,1,0
38,16413,3.2,0,3,2,7125,4165,48,0.553,0.192,0,0,0
50,79268,6.4,1,3,0,45450,8120,60,0.215,0.089,2,1,1
45,37642,4.1,0,3,0,16674,9036,36,0.631,0.263,1,1,1
23,76215,3.6,0,3,3,56570,9794,48,0.444,0.215,2,1,0
30,43204,6.4,0,1,3,25177,7555,36,0.269,0.265,0,0,0
58,65684,10.0,1,5,2,33092,9819,12,0.568,0.219,0,0,0
42,92964,0.0,0,4,3,28517,11089,48,0.447,0.223,0,0,0
38,30547,4.3,0,7,0,1500,6659,24,0.156,0.105,1,0,0
50,43112,9.9,0,2,0,22203,4108,24,0.552,0.141,0,0,0
65,37635,11.3,1,3,0,25070,9439,12,0.328,0.248,0,0,0
52,46222,9.5,0,2,3,7604,3948,36,0.424,0.0,4,1,0
40,17119,5.6,0,2,0,19597,6806,36,0.361,0.329,0,0,0
42,37605,0.1,0,3,1,25655,2722,24,0.151,0.148,1,1,0
45,36043,0.0,0,3,3,12691,8384,48,0.279,0.207,0,0,1
31,26920,5.5,0,4,0,15152,24354,36,0.641,0.707,1,0,1
26,37127,0.0,1,4,3,16322,8244,36,0.216,0.316,0,0,0
39,17846,6.6,0,4,1,4609,5255,60,0.145,0.271,0,0,0
28,88214,1.1,1,5,1,26257,11044,24,0.298,0.176,1,0,0
37,52608,4.0,0,1,2,14119,5250,36,0.241,0.03,1,0,0
39,114861,10.3,1,5,3,54601,13843,24,0.591,0.291,0,0,0
64,25660,6.7,0,9,1,12511,4391,60,0.471,0.08,0,0,0
29,21882,2.5,0,3,1,24998,9402,48,0.246,0.366,1,0,0
37,48091,0.4,0,2,1,15063,1144,48,0.196,0.0,0,0,0
36,16664,4.7,0,6,3,16774,13273,60,0.373,0.468,1,1,0
43,46637,7.9,0,3,2,8099,3011,48,0.419,0.0,0,0,0
50,28148,10.2,1,3,3,17764,2388,24,0.718,0.253,1,1,0
33,34388,4.1,0,3,0,21352,4257,12,0.463,0.054,0,0,1
29,47340,0.0,0,7,4,21112,8496,48,0.538,0.038,3,1,0
20,42272,1.3,0,6,0,1500,2696,36,0.556,0.166,0,0,0
28,113399,5.7,1,3,0,51888,7395,48,0.25,0.27,0,0,0
44,58119,10.1,0,5,0,26563,1905,60,0.374,0.155,2,0,0
39,20430,13.1,1,2,1,13086,3379,60,0.186,0.129,1,0,0
27,70211,4.2,1,5,2,41293,3423,48,0.195,0.107,0,0,0
34,19907,0.0,0,3,2,5294,19313,60,0.677,0.659,1,0,0
38,43195,3.0,0,2,1,24296,12137,48,0.294,0.297,0,0,0
44,20924,6.6,1,2,1,15393,1956,24,0.641,0.072,0,0,0
31,26275,7.2,1,7,2,19141,20191,24,0.62,0.495,3,1,1
35,84138,0.0,0,3,1,71317,8541,60,0.279,0.196,0,0,0
18,30437,3.3,0,6,0,1500,7013,48,0.551,0.229,3,1,0
25,29026,4.2,0,2,1,23814,12556,24,0.467,0.353,1,0,0
56,30346,6.0,1,5,1,12543,6663,48,0.202,0.332,0,0,1
18,34751,2.2,0,6,1,23175,7433,36,0.399,0.172,3,1,0
34,90127,1.0,0,4,4,53645,4185,12,0.521,0.225,2,1,0
40,21693,5.4,1,3,2,14303,2292,60,0.631,0.262,0,0,1
34,21023,2.7,0,4,2,1500,5421,24,0.516,0.283,0,0,0
29,56392,3.5,0,4,3,35848,10716,48,0.123,0.233,0,0,0
37,17296,0.2,0,5,0,11962,3530,36,0.581,0.217,0,0,0
38,33726,6.8,1,4,1,16495,9749,36,0.516,0.301,0,0,0
37,76076,0.0,0,6,0,33098,10581,36,0.514,0.184,1,0,0
18,41155,0.0,0,5,0,9781,6850,36,0.39,0.244,0,0,0
36,31681,2.3,1,7,1,20315,7235,36,0.777,0.194,2,0,0
29,27949,8.5,0,5,3,10237,13458,12,0.141,0.369,2,1,0
32,24976,5.4,0,1,1,12810,13238,36,0.441,0.505,2,0,0
40,29805,3.6,0,3,3,3110,8516,48,0.538,0.18,0,0,0
45,44232,3.2,1,4,0,9673,8693,48,0.509,0.15,0,0,0
48,80720,7.4,1,6,1,24146,14769,60,0.461,0.23,1,0,0
33,69393,1.1,1,6,2,53016,13424,48,0.252,0.311,0,0,0
48,30184,15.9,1,7,0,10605,4557,36,0.109,0.135,2,0,1
51,27573,0.0,0,3,0,12238,12134,60,0.73,0.435,0,0,0
51,59844,8.2,1,1,1,39230,7789,12,0.384,0.219,3,1,0
53,15290,0.0,0,5,0,12364,11794,36,0.213,0.421,2,0,1
36,32291,8.4,0,3,0,14312,6639,60,0.473,0.22,0,0,0
36,34342,1.3,0,4,2,21717,3604,36,0.335,0.168,1,0,0
47,22400,13.2,1,2,1,12431,6740,36,0.185,0.269,1,0,0
23,23842,0.0,0,4,2,7790,18712,60,0.678,0.499,0,0,1
40,49436,9.5,1,1,0,39806,3681,48,0.26,0.138,0,0,0
32,16652,4.2,0,8,2,15036,4822,48,0.266,0.251,5,1,0
34,24879,8.3,1,4,1,16834,2672,36,0.391,0.18,0,0,0
19,28734,0.1,0,1,0,6507,5373,48,0.364,0.178,0,0,0
28,42692,0.0,0,1,0,21397,11746,24,0.318,0.245,0,0,0
38,19382,2.0,0,3,3,14018,825,24,0.354,0.125,0,0,0
48,73614,1.4,0,5,2,24874,7575,24,0.505,0.428,4,1,0
49,34496,11.2,0,4,2,23451,4685,12,0.553,0.253,1,0,0
37,35390,6.7,1,2,0,20243,7194,24,0.24,0.155,0,1,0
36,33462,4.4,0,6,2,1500,7585,36,0.709,0.233,2,1,0
29,28251,4.3,0,1,1,12355,13105,12,0.376,0.333,1,0,0
42,23898,6.7,1,10,2,4484,3941,60,0.46,0.122,0,0,0
35,75876,2.0,0,4,1,40075,12702,60,0.546,0.262,0,0,0
45,45406,13.9,1,8,1,7974,10315,36,0.181,0.197,1,0,0
57,38294,10.6,1,5,1,13977,5922,12,0.079,0.208,1,0,0
38,69737,4.0,1,3,1,31274,3345,60,0.661,0.053,1,0,0
22,27602,0.0,0,4,1,16694,6653,60,0.38,0.144,0,0,0
29,57128,0.1,0,7,0,7045,3815,36,0.083,0.118,3,0,1
22,41068,0.9,0,2,1,19865,5485,24,0.623,0.367,1,0,0
25,25029,0.9,0,6,2,8253,7882,48,0.864,0.235,0,0,0
52,61224,6.6,0,6,0,12513,5341,36,0.159,0.288,2,0,0
40,18011,5.3,1,3,1,18396,7184,60,0.425,0.505,2,1,0
21,57666,0.0,0,4,0,22924,5404,48,0.158,0.21,1,1,0
45,25063,6.7,0,3,2,26832,15083,12,0.263,0.478,1,0,1
52,50525,2.4,0,3,0,26578,2804,36,0.348,0.136,0,0,0
34,85545,0.6,0,2,1,35697,15461,48,0.594,0.159,0,0,0
31,55025,0.2,0,8,0,20595,4004,60,0.371,0.23,0,0,0
34,29166,7.2,1,8,2,18362,12678,60,0.501,0.263,1,0,0
41,39785,7.5,1,3,2,27743,9474,24,0.397,0.351,1,0,0
45,33095,6.9,0,3,3,26305,9225,24,0.189,0.268,1,0,0
51,21382,3.7,0,6,1,6490,10338,36,0.307,0.418,2,0,1
51,22154,6.7,0,9,1,14027,9698,48,0.447,0.438,2,1,0
51,41303,11.2,1,2,1,33026,11220,24,0.337,0.268,3,1,1
53,53944,13.4,1,5,3,31376,10219,24,0.498,0.182,2,1,0
45,15496,1.1,0,4,2,14336,5778,36,0.309,0.407,2,1,0
21,38737,0.0,0,3,2,28451,6627,36,0.428,0.266,0,0,0
37,52975,4.9,1,2,3,38205,16349,12,0.222,0.282,3,1,0
41,42702,7.0,1,11,0,30963,4880,24,0.408,0.231,0,0,0
34,23371,3.8,1,3,1,2566,9413,36,0.47,0.221,2,1,0
48,70414,9.9,1,9,2,47574,10561,36,0.472,0.313,1,0,1
34,20806,0.0,0,3,2,8887,16593,60,0.906,0.665,2,0,1
28,57044,8.2,0,2,2,33458,5536,12,0.424,0.225,0,0,0
54,95508,4.5,1,4,1,33610,4351,36,0.188,0.168,1,1,0
45,13302,6.9,0,1,2,1500,12291,36,0.306,0.562,0,0,0
40,46114,7.4,0,4,1,28635,1301,36,0.12,0.255,1,0,0
48,47518,11.8,0,4,1,26006,13305,24,0.076,0.381,1,0,0
50,45309,11.2,0,5,3,29853,10804,60,0.611,0.166,0,0,0
42,26459,9.1,0,7,1,17697,13195,48,0.371,0.245,0,0,1
18,33842,4.7,1,4,3,26061,11979,36,0.174,0.277,1,0,0
31,18813,2.4,0,4,2,12501,7461,24,0.212,0.444,2,1,1
33,42998,6.5,1,3,0,25819,11027,24,0.237,0.069,0,0,0
27,53508,8.0,1,3,1,44397,3636,60,0.174,0.053,4,1,1
40,27921,2.5,0,3,1,26163,10958,24,0.457,0.318,3,1,1
51,24251,2.8,0,3,1,2462,11910,24,0.199,0.386,2,0,0
33,30967,0.0,0,1,2,13172,5508,48,0.167,0.093,0,0,0
26,39791,7.1,1,3,2,12457,6700,60,0.449,0.332,4,1,0
60,41296,15.2,1,2,0,26225,5960,12,0.342,0.35,1,0,0
33,37768,2.3,0,4,2,28997,3984,36,0.356,0.193,1,0,0
24,41447,2.4,0,7,1,13969,16757,24,0.186,0.36,0,0,0
41,19671,7.3,0,1,1,20916,8980,36,0.447,0.386,0,1,0
43,12000,10.1,0,3,0,17758,4827,48,0.374,0.271,1,0,0
30,55692,0.0,0,4,0,11741,12609,36,0.828,0.195,0,0,0
47,85995,4.9,1,3,2,36170,5239,24,0.128,0.164,3,1,1
33,18565,2.6,0,4,0,12917,11156,24,0.227,0.361,2,0,1
28,27843,3.6,0,7,2,2160,3729,36,0.271,0.192,0,0,0
40,46896,5.7,1,6,0,19152,2478,48,0.437,0.223,0,1,0
46,66709,5.8,1,4,1,19109,5348,24,0.409,0.121,1,1,1
31,56572,4.3,1,3,2,19888,1305,36,0.131,0.092,0,0,0
42,79452,0.0,1,5,0,59696,13449,36,0.836,0.275,0,0,0
37,38710,16.4,1,5,0,23765,17071,36,0.54,0.442,2,1,1
69,49826,15.8,1,3,0,38568,13900,36,0.345,0.233,1,0,0
30,49750,6.3,1,2,2,42046,4445,48,0.437,0.227,1,0,0
53,31559,6.2,1,6,1,11866,9645,48,0.422,0.284,0,1,0
37,76182,6.4,0,4,0,50350,3185,60,0.118,0.198,2,1,0
37,55753,12.4,1,5,3,48671,4944,48,0.243,0.15,1,0,0
46,67511,13.8,1,3,1,27995,13256,36,0.237,0.181,5,1,1
48,32270,7.7,0,2,0,20088,5567,48,0.51,0.175,0,0,0
52,69411,3.7,0,6,2,42277,9787,24,0.287,0.032,1,1,0
42,22558,6.4,1,5,2,12323,884,36,0.477,0.081,0,0,0
31,49222,2.1,0,6,1,19677,10389,36,0.336,0.279,0,0,1
32,12000,6.7,0,8,0,1500,4746,36,0.541,0.416,0,0,0
44,23100,1.4,1,1,0,7017,10558,60,0.23,0.397,2,0,0
44,59191,5.8,1,6,0,37835,4048,36,0.205,0.202,0,0,0
53,31214,9.8,1,3,0,13389,10693,24,0.455,0.205,0,0,0
43,43687,4.3,1,9,4,28656,5220,48,0.284,0.036,1,0,0
50,16603,11.9,1,4,0,16173,4914,24,0.247,0.308,1,0,0
55,91571,4.8,1,5,1,40482,5085,12,0.519,0.299,2,0,0
40,54838,0.7,0,2,1,35674,1764,48,0.364,0.179,1,0,0
22,39221,0.0,0,3,0,17868,4501,12,0.301,0.08,0,0,1
25,49751,4.9,1,3,3,21170,4576,24,0.334,0.066,0,0,0
22,47450,0.0,0,3,0,28264,12421,24,0.585,0.249,1,0,0
56,85217,7.0,1,3,0,62853,5744,24,0.453,0.272,2,0,0
29,44631,5.7,0,5,0,1663,15007,36,0.555,0.33,0,0,0
52,18004,9.2,1,4,2,1844,13082,60,0.547,0.464,6,1,0
44,34649,4.5,0,1,1,2153,4889,24,0.049,0.161,1,0,0
57,79354,10.1,1,6,3,47631,3706,36,0.472,0.197,2,1,0
49,54020,6.8,1,2,0,26414,4731,24,0.298,0.094,1,0,1
37,31703,7.0,0,5,0,31468,1856,24,0.151,0.227,0,0,0
36,55215,4.9,1,1,3,25636,9927,24,0.181,0.248,4,1,0
39,42332,2.1,0,4,2,16316,3602,48,0.335,0.213,2,0,1
40,55193,3.6,1,4,1,35993,8206,48,0.54,0.162,1,0,1
32,16930,1.9,0,5,0,1956,6464,12,0.17,0.365,0,0,0
38,24525,6.3,1,2,1,3552,11984,48,0.09,0.44,1,0,0
56,56902,10.8,0,4,1,44418,3778,48,0.339,0.134,0,0,0
19,35267,0.0,0,6,0,29127,7792,36,0.243,0.104,3,1,1
41,48039,4.9,1,5,0,21515,18037,36,0.435,0.16,0,0,0
28,114045,3.6,1,7,3,69769,4255,24,0.248,0.26,1,0,1
40,33622,9.6,1,6,3,12270,12263,48,0.669,0.444,2,0,0
47,45275,8.2,1,6,1,20410,15390,36,0.513,0.292,0,0,0
37,29464,12.2,1,2,1,26824,6886,48,0.562,0.358,3,1,0
47,28410,7.2,1,4,2,3438,10874,12,0.585,0.311,0,0,0
21,38192,3.4,0,4,0,15968,3395,60,0.621,0.274,1,0,0
50,18203,6.7,1,4,3,10424,12443,36,0.722,0.35,0,1,0
31,12823,0.0,0,3,0,7352,896,36,0.238,0.183,0,0,0
45,82845,7.0,1,3,1,61201,8256,36,0.279,0.142,0,0,0
40,37606,7.3,1,5,2,6382,5528,36,0.705,0.288,0,0,1
