device,visitor_type,time_of_day,day_type,session_duration_min,page_views,items_to_cart,days_since_last_visit,main_product_category,delivery_speed,return_policy,product_rating_mean,purchase
mobile,returning,evening,weekday,2.89,5,0,4,books,next_day,extended,4.66,1
desktop,new,morning,weekend,4.16,3,0,338,home,express,basic,3.9,0
mobile,new,evening,weekend,6.75,4,1,168,electronics,next_day,basic,4.33,0
mobile,new,night,weekend,3.49,6,0,141,home,standard,basic,4.33,0
tablet,new,night,weekday,0.4,6,0,300,fashion,standard,basic,3.92,0
mobile,new,evening,weekday,1.7,3,1,271,books,express,extended,4.44,0
mobile,returning,night,weekday,6.02,6,0,9,books,next_day,basic,4.31,0
tablet,new,evening,weekday,2.77,4,1,132,sports,standard,extended,3.91,0
desktop,returning,night,weekday,7.15,9,1,9,home,standard,basic,4.03,1
mobile,new,night,weekday,0.96,4,0,221,books,standard,extended,3.76,0
desktop,new,afternoon,weekday,5.0,6,0,334,home,next_day,basic,3.88,0
desktop,new,night,weekend,5.11,4,0,241,books,express,basic,4.3,0
mobile,new,evening,weekend,6.06,6,1,359,electronics,next_day,basic,4.51,1
desktop,new,evening,weekday,3.22,10,0,140,books,express,basic,4.38,0
mobile,new,night,weekday,5.14,6,0,290,home,express,extended,3.81,0
mobile,returning,afternoon,weekday,8.26,8,1,20,fashion,standard,extended,4.47,0
desktop,new,afternoon,weekday,0.4,6,1,266,books,standard,basic,4.39,0
mobile,returning,evening,weekday,5.31,4,1,20,home,express,extended,3.9,1
desktop,returning,evening,weekday,2.11,7,0,24,books,express,basic,4.51,1
desktop,new,night,weekday,2.89,12,0,301,electronics,standard,extended,4.19,0
mobile,new,night,weekend,1.86,3,0,65,home,standard,basic,3.83,0
desktop,new,evening,weekend,4.46,6,0,105,home,express,basic,4.1,1
mobile,new,night,weekday,4.79,1,0,218,electronics,express,basic,4.28,0
desktop,returning,morning,weekend,7.4,8,1,9,sports,standard,basic,4.05,1
mobile,returning,night,weekday,5.35,12,0,11,home,next_day,extended,4.68,0
desktop,new,morning,weekday,5.91,8,0,174,fashion,standard,basic,3.94,0
mobile,new,evening,weekday,1.64,5,1,51,home,standard,basic,4.72,0
mobile,returning,morning,weekday,7.52,4,0,12,electronics,standard,extended,4.01,0
desktop,returning,evening,weekday,0.4,10,1,6,sports,standard,basic,4.16,0
desktop,new,afternoon,weekday,7.41,8,2,234,sports,standard,basic,3.3,0
desktop,returning,morning,weekday,8.33,6,1,34,beauty,express,extended,4.48,1
desktop,new,evening,weekend,6.18,4,1,96,beauty,express,basic,4.47,1
tablet,new,evening,weekday,8.88,5,0,230,fashion,standard,extended,3.98,1
mobile,new,morning,weekday,0.4,5,0,47,fashion,next_day,basic,4.09,0
mobile,new,evening,weekend,5.54,4,1,188,books,next_day,basic,4.3,0
mobile,returning,morning,weekday,5.38,8,1,2,fashion,standard,basic,3.86,0
desktop,new,morning,weekday,5.01,8,1,324,fashion,standard,basic,3.44,0
mobile,new,morning,weekend,1.36,5,0,202,fashion,standard,basic,4.24,1
mobile,new,evening,weekday,4.73,5,0,108,home,express,basic,4.71,0
mobile,new,evening,weekday,4.63,3,0,54,sports,standard,extended,4.34,1
desktop,new,evening,weekday,3.65,3,0,87,electronics,express,basic,4.74,0
mobile,new,evening,weekday,4.06,6,0,124,fashion,express,extended,4.09,0
desktop,returning,evening,weekend,3.64,5,0,15,electronics,express,basic,4.07,0
mobile,new,evening,weekday,3.57,4,0,273,electronics,standard,extended,4.14,0
tablet,returning,night,weekday,7.12,7,0,7,fashion,standard,basic,4.12,0
mobile,new,afternoon,weekday,5.56,5,1,307,sports,standard,extended,4.09,0
mobile,returning,morning,weekend,6.41,7,1,25,beauty,express,basic,4.2,1
desktop,returning,morning,weekday,8.02,8,0,17,electronics,express,basic,4.26,1
tablet,new,evening,weekday,5.94,5,0,236,home,express,basic,4.06,0
mobile,new,evening,weekend,2.55,5,1,48,sports,express,extended,4.21,0
mobile,returning,morning,weekday,5.81,6,0,11,fashion,standard,extended,3.61,0
desktop,new,night,weekday,6.78,4,1,364,fashion,standard,extended,4.53,0
desktop,returning,night,weekday,2.6,8,1,22,sports,standard,basic,4.23,0
mobile,new,afternoon,weekend,1.09,6,0,266,electronics,standard,basic,4.39,0
mobile,new,morning,weekday,0.47,5,0,100,sports,standard,basic,3.62,0
desktop,new,morning,weekday,0.45,5,1,91,sports,standard,extended,4.06,0
desktop,returning,afternoon,weekend,3.29,8,1,7,books,express,basic,4.52,0
desktop,new,night,weekday,3.6,5,0,75,electronics,standard,extended,4.38,0
desktop,returning,evening,weekday,9.58,7,0,29,electronics,standard,extended,3.44,1
mobile,returning,morning,weekday,3.88,4,1,7,books,standard,basic,4.18,0
tablet,new,afternoon,weekend,0.4,11,0,257,beauty,standard,extended,3.94,0
desktop,new,morning,weekday,4.85,5,1,326,fashion,standard,basic,3.85,0
desktop,new,afternoon,weekday,3.8,2,0,358,home,standard,basic,4.31,0
mobile,new,afternoon,weekday,2.36,3,0,252,electronics,standard,basic,4.69,0
mobile,returning,evening,weekday,3.96,10,1,3,home,next_day,basic,4.14,1
desktop,new,evening,weekend,6.84,6,2,342,books,standard,basic,4.6,1
mobile,new,night,weekday,0.54,3,0,213,home,standard,extended,3.85,0
tablet,returning,morning,weekday,1.3,5,0,6,beauty,standard,extended,4.11,0
mobile,new,evening,weekend,4.88,6,1,361,books,standard,basic,4.61,0
desktop,new,morning,weekday,2.91,5,0,259,home,standard,extended,3.56,0
desktop,new,afternoon,weekday,7.96,2,0,67,electronics,standard,extended,4.65,1
mobile,new,night,weekend,3.18,3,0,287,home,next_day,basic,3.57,0
mobile,returning,evening,weekday,5.49,8,0,12,electronics,next_day,basic,4.55,0
desktop,new,morning,weekday,6.15,6,1,109,fashion,express,extended,4.5,1
desktop,new,afternoon,weekday,0.69,2,0,185,home,standard,basic,4.15,0
mobile,new,evening,weekday,4.91,6,0,64,fashion,standard,basic,3.26,0
desktop,new,night,weekday,3.93,7,1,271,electronics,standard,extended,4.24,1
tablet,new,evening,weekday,6.06,5,0,78,home,express,extended,3.69,0
mobile,new,morning,weekend,2.44,5,1,172,fashion,standard,extended,3.85,0
mobile,returning,afternoon,weekend,5.17,6,2,22,beauty,express,extended,4.83,1
mobile,returning,morning,weekend,4.35,12,1,7,fashion,standard,basic,4.53,0
mobile,new,morning,weekday,4.37,6,0,137,home,standard,extended,3.86,0
mobile,returning,evening,weekday,4.67,10,1,7,books,standard,extended,4.46,1
mobile,new,evening,weekend,4.95,6,1,38,electronics,standard,basic,4.55,0
desktop,returning,morning,weekday,9.18,7,0,18,sports,express,basic,4.04,1
mobile,new,evening,weekday,3.8,7,0,69,electronics,standard,basic,4.27,0
tablet,new,evening,weekend,5.05,6,0,281,fashion,standard,extended,3.95,0
mobile,new,evening,weekday,9.0,7,2,151,fashion,standard,extended,3.14,1
mobile,new,afternoon,weekday,4.62,4,2,36,fashion,express,extended,3.66,0
desktop,returning,afternoon,weekday,0.89,8,1,16,electronics,standard,basic,4.27,0
desktop,new,morning,weekday,2.8,7,1,123,sports,express,basic,3.64,0
mobile,new,morning,weekday,0.97,6,1,259,sports,standard,basic,4.5,0
mobile,new,afternoon,weekday,5.44,5,1,215,books,express,extended,4.56,0
mobile,returning,afternoon,weekend,4.6,9,0,6,books,express,basic,4.32,0
mobile,returning,morning,weekday,7.03,7,1,6,beauty,standard,extended,4.24,1
mobile,new,morning,weekday,5.28,8,0,319,electronics,standard,basic,4.4,0
mobile,new,night,weekend,5.28,8,1,152,electronics,standard,basic,4.35,0
mobile,new,evening,weekend,1.33,3,0,310,beauty,standard,basic,4.68,0
mobile,returning,afternoon,weekend,5.86,2,0,8,sports,express,extended,4.64,1
tablet,returning,night,weekday,7.97,9,1,7,fashion,standard,basic,4.1,1
desktop,new,morning,weekend,1.46,6,0,87,fashion,standard,extended,4.5,0
mobile,returning,afternoon,weekend,4.13,9,0,10,beauty,express,basic,4.43,0
mobile,new,evening,weekday,4.64,7,0,110,books,express,basic,4.35,0
mobile,returning,afternoon,weekday,5.01,4,0,3,beauty,standard,basic,4.29,0
mobile,new,morning,weekday,6.52,2,0,73,sports,express,basic,3.91,0
desktop,new,afternoon,weekday,5.73,4,0,212,beauty,standard,basic,4.08,0
desktop,new,afternoon,weekday,5.35,10,0,117,fashion,express,basic,3.9,0
tablet,new,evening,weekday,5.62,9,0,79,beauty,standard,basic,4.13,1
tablet,returning,afternoon,weekend,6.41,10,1,11,sports,express,basic,4.2,0
tablet,new,afternoon,weekday,3.59,6,1,211,sports,standard,basic,4.02,0
tablet,returning,afternoon,weekend,4.05,6,0,14,beauty,standard,basic,4.27,0
mobile,returning,afternoon,weekday,7.18,9,1,9,fashion,express,extended,4.38,0
mobile,returning,morning,weekend,3.74,9,2,6,electronics,standard,basic,4.49,1
mobile,returning,night,weekday,5.15,8,1,29,electronics,standard,basic,3.6,0
mobile,new,evening,weekday,1.97,7,0,112,electronics,standard,basic,4.18,0
mobile,new,afternoon,weekday,5.54,5,0,259,electronics,standard,basic,3.86,0
desktop,new,evening,weekend,7.19,5,0,195,home,standard,basic,4.21,0
desktop,new,morning,weekday,2.24,6,1,256,sports,standard,basic,3.92,0
mobile,returning,afternoon,weekday,4.48,4,0,25,sports,standard,basic,3.89,0
mobile,new,afternoon,weekend,2.49,5,1,343,sports,express,extended,3.63,0
mobile,new,afternoon,weekday,5.76,3,0,35,books,next_day,extended,4.34,0
mobile,new,evening,weekday,6.88,2,1,121,books,standard,basic,4.67,0
desktop,new,night,weekday,3.49,6,2,240,fashion,standard,basic,4.14,0
desktop,returning,afternoon,weekday,0.4,10,1,11,electronics,standard,basic,4.46,1
desktop,new,afternoon,weekday,7.12,8,0,143,electronics,standard,basic,3.94,0
mobile,returning,evening,weekday,5.29,5,2,29,books,express,extended,4.43,1
mobile,returning,afternoon,weekday,5.4,6,0,27,electronics,next_day,basic,4.12,0
mobile,returning,morning,weekday,7.12,7,0,5,fashion,express,basic,3.86,0
desktop,new,night,weekend,3.44,14,0,167,beauty,next_day,extended,4.27,0
desktop,returning,evening,weekend,4.58,11,0,11,home,standard,extended,3.4,0
mobile,new,night,weekday,2.75,6,0,291,home,express,basic,4.54,0
tablet,new,morning,weekday,4.53,3,0,149,sports,standard,extended,4.15,0
mobile,returning,morning,weekday,6.65,10,1,46,home,next_day,extended,4.12,1
desktop,returning,afternoon,weekend,8.93,4,0,4,sports,standard,extended,3.83,1
mobile,new,night,weekday,4.85,7,1,59,electronics,standard,basic,4.46,0
mobile,returning,morning,weekday,4.5,7,0,5,sports,express,extended,4.22,0
desktop,new,morning,weekday,6.06,6,1,123,home,standard,basic,3.99,1
mobile,new,morning,weekday,1.76,7,1,192,fashion,next_day,basic,4.28,1
mobile,returning,evening,weekend,8.18,7,1,30,books,express,basic,4.22,1
mobile,new,evening,weekday,4.34,8,0,174,books,express,basic,4.38,0
mobile,returning,evening,weekday,4.72,11,1,22,sports,standard,basic,3.89,0
desktop,new,morning,weekday,2.17,7,0,336,books,standard,basic,4.28,0
desktop,returning,evening,weekday,7.52,13,0,10,fashion,express,basic,4.34,1
desktop,returning,afternoon,weekday,5.21,10,1,2,fashion,standard,extended,3.9,1
mobile,returning,morning,weekend,4.9,4,1,32,fashion,standard,basic,3.75,1
mobile,new,afternoon,weekday,0.4,3,0,270,books,next_day,basic,4.43,0
mobile,returning,afternoon,weekday,3.89,7,1,22,sports,next_day,extended,3.65,1
mobile,new,afternoon,weekday,2.31,4,0,350,books,next_day,basic,4.35,0
mobile,returning,night,weekday,5.68,7,1,4,sports,standard,extended,3.81,1
tablet,new,afternoon,weekend,2.94,1,0,49,home,standard,basic,3.91,0
desktop,new,afternoon,weekday,0.4,6,0,66,electronics,next_day,basic,4.57,0
desktop,returning,evening,weekday,5.53,14,3,25,electronics,standard,basic,4.45,1
mobile,new,evening,weekday,0.85,6,0,296,beauty,standard,basic,4.43,0
mobile,new,morning,weekend,1.31,7,2,106,sports,standard,basic,4.14,0
mobile,returning,evening,weekend,7.81,13,2,37,electronics,express,basic,4.41,1
mobile,new,afternoon,weekday,0.4,2,1,141,books,standard,basic,4.09,0
mobile,new,afternoon,weekday,4.12,4,0,132,home,standard,basic,4.24,0
mobile,new,evening,weekend,3.13,4,0,232,fashion,standard,extended,3.43,0
mobile,new,evening,weekend,2.43,6,0,289,books,standard,basic,4.15,0
tablet,new,afternoon,weekday,1.44,1,0,220,home,express,extended,3.81,0
mobile,new,morning,weekend,4.17,6,0,223,sports,express,extended,3.91,0
tablet,new,afternoon,weekday,4.71,8,0,277,fashion,express,basic,4.15,0
mobile,new,afternoon,weekday,0.4,6,0,87,fashion,standard,extended,3.8,0
mobile,new,night,weekday,6.42,3,1,228,electronics,standard,extended,3.87,0
mobile,returning,afternoon,weekday,2.31,13,1,44,beauty,standard,basic,4.14,0
mobile,returning,night,weekday,5.62,9,2,51,sports,next_day,basic,3.73,1
mobile,new,afternoon,weekday,1.02,5,0,140,books,standard,basic,4.31,0
mobile,new,evening,weekend,2.94,5,0,94,books,standard,extended,4.69,1
tablet,returning,morning,weekend,2.61,5,0,12,electronics,standard,basic,3.92,0
mobile,new,afternoon,weekday,2.39,5,0,37,books,next_day,basic,3.99,0
desktop,new,morning,weekday,4.28,12,0,280,electronics,express,extended,3.82,0
mobile,new,morning,weekday,1.59,6,0,147,electronics,standard,basic,3.9,0
mobile,new,night,weekday,4.16,8,0,251,sports,express,basic,4.54,0
mobile,returning,evening,weekday,6.14,7,0,25,books,standard,basic,4.48,0
mobile,returning,evening,weekend,10.88,6,1,9,books,express,extended,4.74,1
tablet,returning,afternoon,weekday,6.75,6,1,15,sports,next_day,basic,3.59,1
desktop,new,evening,weekday,7.37,8,2,201,fashion,express,basic,4.18,1
desktop,new,evening,weekend,1.39,10,0,170,electronics,express,basic,4.24,0
mobile,new,evening,weekday,0.4,9,0,147,electronics,standard,basic,4.48,0
mobile,new,evening,weekday,3.28,1,1,301,home,standard,extended,4.5,0
tablet,new,evening,weekday,7.65,7,0,52,beauty,express,basic,4.15,0
mobile,returning,afternoon,weekend,10.5,13,0,5,electronics,express,extended,4.48,1
mobile,new,night,weekday,2.06,3,2,296,beauty,standard,extended,4.51,0
mobile,returning,morning,weekday,3.57,3,0,17,home,standard,basic,4.36,0
desktop,new,afternoon,weekday,5.34,3,1,55,sports,standard,basic,4.44,0
desktop,new,night,weekday,4.09,11,2,88,fashion,standard,extended,4.1,0
desktop,returning,morning,weekday,5.44,11,1,6,fashion,next_day,extended,4.12,1
desktop,returning,morning,weekday,6.83,10,2,28,home,standard,basic,3.88,1
mobile,new,afternoon,weekday,9.2,5,0,254,home,express,basic,4.04,0
tablet,new,afternoon,weekend,6.54,8,2,87,fashion,standard,basic,3.94,1
mobile,new,night,weekday,7.93,2,0,286,electronics,express,basic,3.68,0
desktop,new,evening,weekend,0.73,9,0,134,books,next_day,basic,4.61,1
mobile,new,afternoon,weekday,5.76,8,1,53,sports,express,basic,4.38,1
tablet,new,night,weekend,1.81,6,0,33,fashion,express,basic,3.55,0
mobile,new,evening,weekday,7.42,3,0,234,home,standard,basic,4.46,0
mobile,new,night,weekday,6.35,8,0,276,home,standard,extended,4.22,0
mobile,returning,afternoon,weekday,6.57,9,0,7,electronics,express,extended,4.19,0
mobile,returning,afternoon,weekend,3.54,4,0,8,fashion,express,extended,4.17,0
mobile,new,morning,weekday,2.48,5,0,284,books,express,basic,4.39,0
desktop,new,morning,weekday,3.35,4,1,321,beauty,express,basic,4.76,0
mobile,new,evening,weekday,5.8,7,1,275,fashion,standard,basic,4.29,0
tablet,returning,morning,weekday,5.65,7,0,3,sports,standard,basic,4.31,0
mobile,returning,evening,weekday,8.18,10,0,20,beauty,next_day,extended,4.32,0
desktop,returning,evening,weekend,9.28,9,1,14,home,standard,extended,4.03,1
mobile,new,morning,weekday,2.02,3,0,51,fashion,express,basic,4.81,0
desktop,new,afternoon,weekday,5.7,7,1,219,electronics,standard,basic,4.12,0
desktop,new,evening,weekday,6.07,9,0,217,electronics,next_day,basic,3.55,0
mobile,new,night,weekend,3.3,4,0,299,books,express,extended,4.35,0
tablet,returning,afternoon,weekday,6.78,4,0,9,home,standard,basic,3.88,0
mobile,new,night,weekday,4.53,4,0,328,sports,next_day,basic,4.27,0
mobile,new,evening,weekday,3.19,6,1,196,electronics,standard,basic,4.43,0
desktop,new,evening,weekday,4.3,5,1,178,sports,standard,extended,3.78,0
desktop,new,afternoon,weekday,3.47,4,0,362,beauty,express,basic,4.41,0
mobile,new,evening,weekday,2.37,11,0,212,home,standard,basic,4.07,0
mobile,new,evening,weekday,4.02,6,1,60,fashion,standard,extended,3.79,1
desktop,returning,afternoon,weekend,2.78,5,1,12,home,express,extended,3.98,0
desktop,returning,night,weekday,7.0,14,0,13,electronics,next_day,basic,4.42,1
tablet,returning,night,weekday,8.25,8,2,15,electronics,standard,extended,4.03,0
mobile,returning,afternoon,weekday,4.91,6,0,9,sports,express,basic,3.85,1
desktop,returning,evening,weekday,8.39,9,1,53,electronics,standard,extended,4.11,1
mobile,new,afternoon,weekday,4.33,8,0,201,electronics,standard,basic,4.24,0
tablet,new,evening,weekday,1.75,7,0,61,books,express,extended,4.54,0
mobile,new,evening,weekday,8.41,5,0,205,fashion,standard,extended,3.63,0
desktop,new,morning,weekday,0.4,7,0,274,home,express,basic,4.19,0
mobile,new,morning,weekday,3.52,3,1,183,sports,express,basic,4.64,0
desktop,new,afternoon,weekday,2.59,7,0,263,sports,next_day,extended,4.36,0
desktop,returning,night,weekday,9.32,8,0,14,electronics,express,basic,4.32,0
mobile,new,afternoon,weekday,3.95,7,2,196,home,standard,extended,4.01,0
tablet,new,night,weekday,8.87,2,0,357,beauty,express,basic,4.26,0
mobile,new,afternoon,weekday,3.88,6,1,235,fashion,express,basic,3.59,0
desktop,new,afternoon,weekday,2.6,10,0,300,sports,standard,extended,4.18,0
mobile,returning,night,weekend,1.21,7,0,14,books,express,basic,4.73,0
mobile,new,evening,weekday,6.72,8,0,352,electronics,express,extended,4.02,0
mobile,returning,afternoon,weekday,3.55,7,0,3,electronics,standard,basic,3.96,0
mobile,returning,morning,weekend,3.92,4,0,6,sports,standard,basic,3.84,0
mobile,new,morning,weekend,6.08,6,0,91,beauty,standard,basic,4.28,0
desktop,new,morning,weekday,6.41,4,0,363,sports,standard,basic,3.74,0
desktop,new,afternoon,weekday,3.42,5,1,298,electronics,express,extended,3.9,0
desktop,new,evening,weekend,4.15,10,2,132,electronics,standard,basic,4.62,1
mobile,new,afternoon,weekend,0.4,5,1,180,home,express,basic,3.81,0
mobile,returning,morning,weekend,0.48,4,1,21,books,express,extended,4.56,0
mobile,new,afternoon,weekday,5.6,9,0,350,electronics,standard,basic,4.54,0
desktop,returning,afternoon,weekday,7.34,3,2,29,sports,standard,basic,3.65,1
desktop,new,night,weekend,5.25,5,1,159,fashion,standard,extended,3.98,0
mobile,returning,afternoon,weekday,5.69,3,0,15,electronics,standard,extended,3.89,0
desktop,new,morning,weekday,2.72,5,0,57,beauty,standard,basic,4.25,0
mobile,new,evening,weekend,7.28,7,1,286,fashion,standard,extended,4.28,1
mobile,new,night,weekday,0.4,7,2,104,home,express,basic,4.43,0
mobile,new,evening,weekday,3.22,6,0,59,fashion,express,basic,4.31,0
mobile,returning,evening,weekday,5.54,4,1,4,beauty,standard,basic,4.22,1
desktop,new,night,weekday,4.5,5,0,214,fashion,standard,extended,4.55,0
tablet,new,evening,weekday,3.9,6,0,55,sports,express,basic,3.8,0
mobile,new,night,weekday,2.41,1,0,127,books,standard,extended,4.44,1
mobile,new,morning,weekday,4.94,3,0,216,fashion,express,basic,4.13,0
desktop,new,evening,weekday,2.05,8,1,99,beauty,standard,basic,4.43,1
tablet,new,night,weekday,3.2,2,1,362,books,next_day,extended,4.67,0
desktop,new,night,weekend,5.61,5,2,324,electronics,standard,extended,3.95,1
mobile,new,afternoon,weekday,2.8,7,0,327,sports,standard,basic,3.94,0
desktop,new,evening,weekend,4.61,4,1,203,home,standard,basic,4.26,0
mobile,returning,morning,weekday,5.25,3,0,19,books,standard,extended,4.44,1
tablet,new,evening,weekday,0.5,4,0,139,fashion,express,basic,3.58,0
mobile,returning,afternoon,weekend,1.6,3,0,18,fashion,standard,basic,4.08,0
desktop,new,evening,weekend,5.18,5,1,280,fashion,standard,basic,3.27,0
mobile,new,evening,weekday,3.12,10,0,199,electronics,standard,extended,3.9,0
mobile,new,afternoon,weekday,2.85,3,0,316,electronics,express,basic,3.78,0
desktop,new,morning,weekday,5.39,4,0,64,books,next_day,basic,4.42,0
desktop,new,afternoon,weekday,2.42,5,1,178,fashion,standard,basic,3.88,0
mobile,new,evening,weekday,0.4,5,1,308,electronics,express,basic,4.75,0
tablet,new,evening,weekday,7.68,8,0,91,fashion,express,basic,3.85,0
desktop,returning,evening,weekday,8.74,6,0,19,fashion,standard,basic,4.16,0
mobile,new,morning,weekend,6.01,3,0,364,beauty,standard,basic,4.45,0
mobile,new,evening,weekday,2.05,9,0,236,electronics,standard,basic,3.99,0
mobile,new,evening,weekend,3.74,9,1,150,sports,standard,basic,4.08,0
desktop,new,morning,weekend,1.54,8,0,152,sports,express,extended,4.41,0
mobile,returning,afternoon,weekend,4.97,6,0,42,fashion,standard,basic,4.15,0
mobile,new,afternoon,weekday,2.77,7,0,276,sports,standard,basic,4.71,1
tablet,new,afternoon,weekday,1.54,2,0,64,fashion,express,basic,3.74,0
tablet,new,morning,weekday,4.56,12,0,99,beauty,standard,basic,4.24,0
desktop,new,morning,weekday,3.66,8,1,71,books,express,extended,4.54,1
tablet,returning,morning,weekday,8.42,7,1,31,books,express,extended,4.26,1
desktop,new,morning,weekend,4.68,10,1,346,fashion,standard,extended,3.75,0
desktop,returning,afternoon,weekday,0.4,6,0,8,beauty,standard,basic,4.16,0
desktop,new,evening,weekday,1.09,4,0,348,fashion,standard,extended,4.02,0
mobile,returning,afternoon,weekend,9.2,10,0,6,beauty,next_day,basic,4.19,1
mobile,new,afternoon,weekend,2.75,4,0,200,home,standard,basic,3.8,0
mobile,new,evening,weekday,4.9,2,0,42,electronics,next_day,basic,4.41,0
desktop,returning,evening,weekday,5.92,6,0,11,books,next_day,basic,5.0,1
mobile,new,morning,weekday,6.47,2,0,206,home,standard,basic,3.92,0
mobile,new,morning,weekend,0.4,3,0,309,electronics,express,basic,4.11,0
desktop,returning,morning,weekday,8.29,8,0,16,sports,standard,extended,4.51,1
mobile,new,evening,weekday,6.55,4,0,217,sports,standard,extended,3.62,0
mobile,returning,afternoon,weekday,5.11,6,0,8,fashion,next_day,basic,4.17,0
desktop,returning,afternoon,weekday,6.37,6,1,10,beauty,standard,basic,4.46,0
desktop,returning,evening,weekend,5.12,6,0,15,sports,next_day,basic,3.78,0
mobile,returning,night,weekday,1.26,6,1,42,books,express,extended,4.43,0
mobile,new,afternoon,weekday,5.02,4,1,194,fashion,standard,basic,4.26,0
mobile,new,afternoon,weekday,4.02,6,0,87,home,standard,basic,4.31,0
desktop,new,afternoon,weekday,4.76,2,0,357,sports,standard,basic,3.72,0
desktop,new,evening,weekday,5.61,7,0,76,books,standard,basic,4.36,0
mobile,returning,evening,weekday,4.43,8,0,28,electronics,express,basic,4.14,0
desktop,new,evening,weekend,7.74,4,0,283,beauty,standard,extended,4.11,0
mobile,new,morning,weekend,3.52,7,0,294,books,next_day,extended,4.59,0
mobile,new,afternoon,weekday,5.14,9,0,266,electronics,standard,extended,4.12,0
tablet,new,evening,weekend,3.33,5,0,172,beauty,standard,basic,4.06,0
mobile,returning,afternoon,weekday,7.01,5,0,21,home,standard,basic,3.85,0
mobile,new,night,weekday,3.72,3,0,42,beauty,standard,extended,4.37,0
mobile,new,afternoon,weekday,3.32,5,0,131,sports,standard,basic,4.38,0
desktop,returning,afternoon,weekday,8.54,9,1,34,electronics,standard,basic,4.3,0
tablet,returning,afternoon,weekday,1.18,4,0,49,sports,express,extended,4.28,1
tablet,new,afternoon,weekday,3.21,6,0,166,fashion,standard,basic,3.83,0
mobile,returning,evening,weekend,3.91,6,2,10,sports,standard,basic,3.88,1
mobile,new,morning,weekday,4.59,10,1,142,fashion,standard,basic,3.98,0
desktop,returning,evening,weekend,7.06,13,0,7,electronics,standard,basic,4.15,1
mobile,new,evening,weekday,3.88,8,0,182,books,standard,basic,4.64,1
desktop,new,night,weekday,2.7,12,0,311,sports,express,basic,4.0,0
desktop,returning,evening,weekday,6.15,9,0,47,fashion,standard,basic,3.64,0
mobile,new,night,weekday,4.48,4,0,193,fashion,standard,extended,3.64,0
desktop,new,night,weekday,3.83,6,0,232,home,standard,extended,4.05,1
mobile,new,afternoon,weekend,5.83,2,0,254,books,standard,extended,4.25,0
mobile,new,night,weekend,5.09,5,2,37,fashion,next_day,extended,3.32,0
mobile,new,night,weekday,3.54,4,1,246,books,express,basic,4.02,0
mobile,new,afternoon,weekday,0.4,6,0,312,fashion,express,basic,3.78,0
desktop,new,evening,weekday,4.14,10,1,60,home,standard,basic,4.01,0
desktop,returning,afternoon,weekday,7.12,12,0,13,fashion,standard,basic,4.45,1
tablet,returning,evening,weekday,5.11,11,0,28,electronics,standard,extended,4.41,0
tablet,new,morning,weekday,4.14,8,0,115,books,express,basic,4.33,0
mobile,new,evening,weekend,3.93,3,0,177,electronics,standard,extended,4.52,0
mobile,new,afternoon,weekday,3.99,9,0,330,books,standard,basic,4.46,0
desktop,new,evening,weekday,8.04,4,0,331,electronics,express,basic,4.03,0
tablet,returning,morning,weekday,6.75,7,0,11,fashion,express,extended,4.5,0
mobile,new,evening,weekend,1.18,3,1,327,books,standard,basic,4.24,0
mobile,new,afternoon,weekday,0.4,6,0,303,home,standard,extended,3.88,0
mobile,new,evening,weekday,5.13,7,1,49,fashion,next_day,extended,4.2,1
mobile,new,afternoon,weekday,5.95,4,1,160,home,standard,extended,3.78,0
desktop,returning,morning,weekend,2.31,9,0,17,fashion,next_day,extended,4.35,1
mobile,returning,afternoon,weekday,4.36,8,0,48,books,standard,basic,4.39,0
desktop,new,night,weekday,9.68,6,1,235,electronics,next_day,basic,4.26,0
desktop,new,morning,weekday,3.64,5,1,168,beauty,next_day,extended,4.28,0
desktop,returning,evening,weekend,11.7,14,1,14,electronics,standard,basic,3.74,1
mobile,new,morning,weekday,1.77,6,1,219,home,express,basic,4.08,1
mobile,returning,evening,weekday,3.84,8,3,9,books,standard,basic,4.37,1
desktop,returning,morning,weekend,4.02,11,1,23,sports,standard,basic,4.11,0
desktop,new,afternoon,weekday,1.81,10,0,328,fashion,standard,basic,4.28,0
mobile,returning,afternoon,weekday,1.55,7,0,7,fashion,express,extended,4.06,0
desktop,new,morning,weekday,4.24,4,0,150,electronics,standard,basic,4.05,0
mobile,returning,afternoon,weekend,5.1,9,1,20,books,standard,basic,4.04,0
desktop,new,afternoon,weekend,3.19,9,0,257,electronics,next_day,basic,4.21,0
mobile,new,afternoon,weekday,2.5,6,1,163,home,express,basic,3.82,0
mobile,new,night,weekday,6.84,6,0,220,fashion,standard,basic,3.15,0
mobile,new,afternoon,weekend,5.54,7,0,335,books,standard,extended,4.55,0
mobile,new,night,weekend,2.96,9,1,228,beauty,standard,basic,4.27,0
mobile,new,afternoon,weekday,4.4,3,0,63,beauty,standard,basic,4.5,0
mobile,new,morning,weekday,0.4,6,0,191,books,next_day,basic,4.6,0
mobile,new,morning,weekend,4.07,3,0,327,books,next_day,basic,4.44,0
desktop,new,afternoon,weekday,4.07,6,1,192,home,standard,extended,3.92,0
mobile,returning,afternoon,weekday,4.01,7,1,16,sports,standard,extended,4.21,0
desktop,returning,night,weekday,5.57,8,0,10,home,standard,extended,4.35,1
desktop,new,evening,weekend,4.33,3,0,118,beauty,standard,extended,4.29,0
